TRINITY_DN11203_c0_g1_i1.p1,257,396,PF00201
TRINITY_DN13378_c1_g2_i1.p1,62,141,PF00201
TRINITY_DN13361_c0_g2_i7.p1,265,438,PF00201
TRINITY_DN13361_c0_g2_i7.p1,350,393,PS00375
TRINITY_DN13378_c1_g2_i5.p1,412,555,PF00201
TRINITY_DN8708_c0_g1_i2.p1,252,412,PF00201
TRINITY_DN8708_c0_g1_i1.p1,252,412,PF00201
TRINITY_DN9625_c1_g3_i1.p1,365,408,PS00375
TRINITY_DN9625_c1_g3_i1.p1,293,445,PF00201
TRINITY_DN13346_c0_g8_i1.p1,217,355,PF00201
TRINITY_DN13346_c0_g8_i1.p1,291,334,PS00375
TRINITY_DN6695_c0_g1_i1.p1,326,369,PS00375
TRINITY_DN6695_c0_g1_i1.p1,246,393,PF00201
TRINITY_DN12908_c0_g1_i6.p1,260,420,PF00201
TRINITY_DN12908_c0_g1_i6.p1,323,366,PS00375
TRINITY_DN12852_c0_g9_i2.p1,169,212,PS00375
TRINITY_DN12852_c0_g9_i2.p1,89,227,PF00201
TRINITY_DN2977_c0_g1_i2.p1,93,258,PF00201
TRINITY_DN2977_c0_g1_i2.p1,171,214,PS00375
TRINITY_DN6945_c0_g1_i1.p1,61,131,PF00201
TRINITY_DN3359_c0_g1_i1.p1,246,413,PF00201
TRINITY_DN7109_c0_g1_i1.p1,337,380,PS00375
TRINITY_DN7109_c0_g1_i1.p1,254,389,PF00201
TRINITY_DN12100_c0_g1_i1.p1,419,563,PF00201
TRINITY_DN12795_c4_g1_i3.p1,327,466,PF00201
TRINITY_DN12795_c4_g1_i1.p1,327,466,PF00201
TRINITY_DN13361_c0_g2_i4.p1,264,437,PF00201
TRINITY_DN13361_c0_g2_i4.p1,349,392,PS00375
TRINITY_DN13346_c0_g8_i2.p1,291,334,PS00375
TRINITY_DN13346_c0_g8_i2.p1,217,355,PF00201
TRINITY_DN7765_c2_g1_i1.p1,353,396,PS00375
TRINITY_DN7765_c2_g1_i1.p1,283,406,PF00201
TRINITY_DN12069_c0_g1_i1.p1,337,380,PS00375
TRINITY_DN12069_c0_g1_i1.p1,259,391,PF00201
TRINITY_DN12809_c0_g1_i1.p1,247,389,PF00201
TRINITY_DN12809_c0_g1_i1.p1,340,383,PS00375
TRINITY_DN13573_c9_g30_i1.p1,379,422,PS00375
TRINITY_DN13573_c9_g30_i1.p1,310,430,PF00201
TRINITY_DN1505_c0_g1_i1.p1,275,384,PF00201
TRINITY_DN1505_c0_g1_i2.p1,275,384,PF00201
TRINITY_DN11542_c0_g1_i1.p1,203,419,PF00201
TRINITY_DN12908_c0_g1_i7.p1,331,374,PS00375
TRINITY_DN12908_c0_g1_i7.p1,258,425,PF00201
TRINITY_DN10791_c1_g1_i1.p1,348,391,PS00375
TRINITY_DN10791_c1_g1_i1.p1,281,442,PF00201
TRINITY_DN12795_c4_g1_i22.p1,47,125,PF00201
TRINITY_DN12795_c4_g1_i7.p1,47,125,PF00201
TRINITY_DN20695_c0_g1_i1.p1,347,390,PS00375
TRINITY_DN20695_c0_g1_i1.p1,278,398,PF00201
TRINITY_DN10601_c0_g1_i3.p1,254,405,PF00201
TRINITY_DN10601_c0_g1_i4.p1,254,405,PF00201
TRINITY_DN1791_c0_g1_i1.p1,2,71,PF00201
TRINITY_DN1791_c0_g1_i1.p1,5,48,PS00375
TRINITY_DN9176_c0_g1_i1.p1,254,432,PF00201
TRINITY_DN9176_c0_g1_i1.p1,350,393,PS00375
TRINITY_DN12987_c2_g1_i2.p1,262,382,PF00201
TRINITY_DN13294_c0_g6_i2.p1,321,364,PS00375
TRINITY_DN13294_c0_g6_i2.p1,245,410,PF00201
TRINITY_DN12808_c0_g1_i2.p1,185,228,PS00375
TRINITY_DN12808_c0_g1_i2.p1,98,244,PF00201
TRINITY_DN11906_c7_g1_i1.p1,90,443,PF00201
TRINITY_DN11906_c7_g1_i1.p1,359,402,PS00375
TRINITY_DN12852_c0_g9_i1.p1,349,392,PS00375
TRINITY_DN12852_c0_g9_i1.p1,269,406,PF00201
TRINITY_DN12267_c0_g2_i1.p1,348,391,PS00375
TRINITY_DN12267_c0_g2_i1.p1,271,398,PF00201
TRINITY_DN4321_c0_g1_i1.p1,332,375,PS00375
TRINITY_DN4321_c0_g1_i1.p1,256,416,PF00201
TRINITY_DN8387_c0_g1_i1.p1,258,423,PF00201
TRINITY_DN12100_c0_g2_i1.p1,392,536,PF00201
TRINITY_DN30037_c0_g1_i1.p1,279,382,PF00201
TRINITY_DN25148_c0_g1_i1.p1,266,414,PF00201
TRINITY_DN29212_c0_g1_i1.p1,262,420,PF00201
TRINITY_DN3359_c0_g1_i2.p1,86,253,PF00201
TRINITY_DN6742_c0_g2_i1.p1,271,443,PF00201
TRINITY_DN6742_c0_g2_i1.p1,350,393,PS00375
TRINITY_DN13361_c0_g2_i1.p1,214,422,PF00201
TRINITY_DN13361_c0_g2_i1.p1,334,377,PS00375
TRINITY_DN11906_c7_g3_i1.p1,226,439,PF00201
TRINITY_DN11906_c7_g3_i1.p1,357,400,PS00375
TRINITY_DN12071_c0_g1_i1.p1,231,398,PF00201
TRINITY_DN12071_c0_g1_i1.p1,344,387,PS00375
TRINITY_DN4346_c0_g1_i1.p1,208,406,PF00201
TRINITY_DN8387_c0_g1_i2.p1,81,246,PF00201
TRINITY_DN53_c0_g1_i1.p1,272,438,PF00201
TRINITY_DN12987_c2_g1_i1.p1,262,420,PF00201
TRINITY_DN13089_c1_g3_i1.p1,331,417,PF00201
TRINITY_DN5735_c0_g1_i1.p1,85,246,PF00201
TRINITY_DN5735_c0_g1_i1.p1,154,197,PS00375
TRINITY_DN13161_c1_g9_i1.p1,271,437,PF00201
TRINITY_DN13161_c1_g9_i1.p1,353,396,PS00375
TRINITY_DN13361_c0_g2_i6.p1,350,393,PS00375
TRINITY_DN13361_c0_g2_i6.p1,266,438,PF00201
TRINITY_DN7115_c0_g1_i1.p1,343,386,PS00375
TRINITY_DN7115_c0_g1_i1.p1,270,403,PF00201
TRINITY_DN12908_c0_g1_i10.p1,9,125,PF00201
TRINITY_DN12908_c0_g1_i10.p1,70,113,PS00375
TRINITY_DN12568_c0_g1_i1.p1,354,397,PS00375
TRINITY_DN12568_c0_g1_i1.p1,280,441,PF00201
TRINITY_DN12613_c0_g1_i1.p1,349,392,PS00375
TRINITY_DN12613_c0_g1_i1.p1,269,433,PF00201
TRINITY_DN25770_c0_g1_i1.p1,278,443,PF00201
TRINITY_DN6060_c0_g1_i1.p1,272,437,PF00201
TRINITY_DN6060_c0_g1_i1.p1,353,396,PS00375
TRINITY_DN2977_c0_g1_i1.p1,254,421,PF00201
TRINITY_DN2977_c0_g1_i1.p1,334,377,PS00375
TRINITY_DN8784_c1_g2_i1.p1,5,142,PF00201
TRINITY_DN11906_c6_g5_i1.p1,340,383,PS00375
TRINITY_DN11906_c6_g5_i1.p1,260,399,PF00201
TRINITY_DN12071_c0_g1_i3.p1,359,402,PS00375
TRINITY_DN12071_c0_g1_i3.p1,243,432,PF00201
TRINITY_DN12014_c1_g2_i1.p1,357,400,PS00375
TRINITY_DN12014_c1_g2_i1.p1,260,442,PF00201
TRINITY_DN12071_c0_g1_i2.p1,231,417,PF00201
TRINITY_DN12071_c0_g1_i2.p1,344,387,PS00375
TRINITY_DN12808_c0_g1_i1.p1,366,409,PS00375
TRINITY_DN12808_c0_g1_i1.p1,279,424,PF00201
TRINITY_DN13300_c1_g12_i1.p1,2,84,PF00201
TRINITY_DN13361_c0_g2_i3.p1,265,386,PF00201
TRINITY_DN26198_c0_g1_i1.p1,129,172,PS00375
TRINITY_DN26198_c0_g1_i1.p1,48,213,PF00201
TRINITY_DN13346_c0_g6_i1.p1,338,381,PS00375
TRINITY_DN13346_c0_g6_i1.p1,260,405,PF00201
TRINITY_DN4135_c0_g1_i1.p1,32,120,PF00201
TRINITY_DN9362_c0_g1_i1.p1,267,399,PF00201
TRINITY_DN9362_c0_g1_i4.p1,267,399,PF00201
TRINITY_DN12986_c1_g1_i3.p1,271,386,PF00201
TRINITY_DN11906_c6_g8_i1.p1,314,357,PS00375
TRINITY_DN11906_c6_g8_i1.p1,237,375,PF00201
TRINITY_DN7160_c0_g1_i2.p1,206,418,PF00201
