TRINITY_DN10601_c0_g1,254,405,0.895847,1.292518
TRINITY_DN11203_c0_g1,257,396,0.0,2.80127
TRINITY_DN11266_c0_g1,273,405,6.57765,0.0
TRINITY_DN11542_c0_g1,203,419,0.20227,0.841902
TRINITY_DN12069_c0_g1,264,397,0.0,7.50188
TRINITY_DN12069_c0_g1,259,391,0.0,7.50188
TRINITY_DN12071_c0_g1,231,398,1.450658,0.43723
TRINITY_DN12071_c0_g1,243,432,1.450658,0.43723
TRINITY_DN12071_c0_g1,231,417,1.450658,0.43723
TRINITY_DN12100_c0_g1,330,474,6.46967,0.831674
TRINITY_DN12100_c0_g1,419,563,6.46967,0.831674
TRINITY_DN12568_c0_g1,280,445,0.0,4.17992
TRINITY_DN12568_c0_g1,280,441,0.0,4.17992
TRINITY_DN12613_c0_g1,269,433,4.36821,0.0
TRINITY_DN12808_c0_g1,98,244,10.8992,0.0
TRINITY_DN12808_c0_g1,279,424,10.8992,0.0
TRINITY_DN12809_c0_g1,247,389,1.40749,0.854353
TRINITY_DN12908_c0_g1,11,162,0.0,15.5384
TRINITY_DN12908_c0_g1,286,448,0.0,15.5384
TRINITY_DN12908_c0_g1,20,187,0.0,15.5384
TRINITY_DN12908_c0_g1,260,420,0.0,15.5384
TRINITY_DN12908_c0_g1,258,425,0.0,15.5384
TRINITY_DN12908_c0_g1,9,125,0.0,15.5384
TRINITY_DN13361_c0_g2,235,407,0.0,19.4876
TRINITY_DN13361_c0_g2,214,420,0.0,19.4876
TRINITY_DN13361_c0_g2,265,438,0.0,19.4876
TRINITY_DN13361_c0_g2,264,437,0.0,19.4876
TRINITY_DN13361_c0_g2,214,422,0.0,19.4876
TRINITY_DN13361_c0_g2,266,438,0.0,19.4876
TRINITY_DN13361_c0_g2,265,386,0.0,19.4876
TRINITY_DN1505_c0_g1,275,384,1.62324,1.22415
TRINITY_DN16783_c0_g1,268,398,41.7447497,35.73771
TRINITY_DN16842_c0_g1,253,433,0.0,1.65386
TRINITY_DN1791_c0_g1,2,71,2.65073,0.0
TRINITY_DN20695_c0_g1,278,398,20.000925,22.784237
TRINITY_DN21227_c0_g1,1,144,3.571395,6.027526
TRINITY_DN22935_c0_g1,1,115,12.7373,31.8417
TRINITY_DN2510_c0_g1,84,414,3.24118,0.0
TRINITY_DN25770_c0_g1,278,443,3.16713,0.0
TRINITY_DN26198_c0_g1,48,213,0.0,1.94462
TRINITY_DN28617_c0_g1,247,391,0.0,2.57205
TRINITY_DN29212_c0_g1,262,420,0.0,1.77963
TRINITY_DN2977_c0_g1,93,258,0.761984,1.48519
TRINITY_DN2977_c0_g1,254,421,0.761984,1.48519
TRINITY_DN30037_c0_g1,279,382,3.21098,0.0
TRINITY_DN32825_c0_g1,274,421,2.14066,0.0
TRINITY_DN34538_c0_g1,1,32,1.81431,1.35791
TRINITY_DN4321_c0_g1,256,416,0.0,1.62068
TRINITY_DN4346_c0_g1,208,406,1.55242,0.603975
TRINITY_DN4748_c0_g1,2,97,0.0,3.97423
TRINITY_DN5735_c0_g1,85,246,1.48441,0.0
TRINITY_DN6060_c0_g1,272,437,0.0,0.666361
TRINITY_DN6695_c0_g1,246,393,4.74975,0.0
TRINITY_DN7160_c0_g1,206,418,0.0,1.04749
TRINITY_DN7765_c0_g1,17,142,2.48745,0.930305
TRINITY_DN8171_c0_g1,266,399,1.82627,0.0
TRINITY_DN8387_c0_g1,258,423,0.0,3.48581
TRINITY_DN8387_c0_g1,81,246,0.0,3.48581
TRINITY_DN8708_c0_g1,252,412,0.861207,3.21604
TRINITY_DN9176_c0_g1,254,432,3.83662,0.0
TRINITY_DN9362_c0_g1,166,297,3.97923,0.0
TRINITY_DN9362_c0_g1,258,389,3.97923,0.0
TRINITY_DN9362_c0_g1,267,399,3.97923,0.0
TRINITY_DN9362_c0_g2,266,400,4.498315,0.0
TRINITY_DN9431_c0_g1,294,417,4.8001,0.0
TRINITY_DN9431_c0_g2,282,409,2.70539,0.0
